id,kod_pytania,partia_numer,partia_tytul,zagadnienie,wariant,numer_pytania,pytanie_skrot,pytanie,odpowiedz_wzorcowa,notatka,ma_odpowiedz,zrodlo_plik
104,ELE-B08,6,Elektryczność,Elektryczność,B,8,Przez przewodnik w 5 s przepłynął ładunek 10 C. Oblicz natężenie.,Przez przewodnik w 5 s przepłynął ładunek 10 C. Oblicz natężenie.,"Ze wzoru na natężenie prądu: I = Q/t = 10 C / 5 s = 2 A. Trzeba pamiętać, że wzór to I=Q/t (natężenie = ładunek podzielony przez czas), a nie Q·t czy t/Q, oraz że wynikowa jednostka to amper (A) - pomylenie wzoru albo jednostki dałoby błędny wynik, np. 50 (przy mnożeniu) zamiast poprawnych 2 A.",wzór I=Q/t,TAK,odpowiedzi-fizyka-elektrycznosc.csv
105,ELE-B09,6,Elektryczność,Elektryczność,B,9,"Dlaczego bateria 9 V przekazuje więcej energii ładunkowi niż bateria 1,5…","Dlaczego bateria 9 V przekazuje więcej energii ładunkowi niż bateria 1,5 V, przy tym samym ładunku?","Napięcie mówi, jaką energię (pracę) źródło przekazuje każdej jednostce ładunku, zgodnie ze wzorem W = U·Q. Przy tym samym ładunku Q, bateria 9 V przekazuje mu 9 razy więcej energii na każdy kulomb ładunku niż bateria 1,5 V, więc i łączna energia (praca) jest większa - większe U przy tym samym Q daje większe W. Kluczowe: to napięcie (nie natężenie) decyduje o tym, ile energii przypada na jednostkę ładunku; natężenie mówi tylko, jak szybko płynie ładunek, a nie ile energii on ze sobą niesie.",napięcie vs natężenie (energia na ładunek),TAK,odpowiedzi-fizyka-elektrycznosc.csv
106,ELE-B10,6,Elektryczność,Elektryczność,B,10,Żarówka 60 W świeci 2 min. Oblicz pracę prądu w dżulach.,Żarówka 60 W świeci 2 min. Oblicz pracę prądu w dżulach.,"Najpierw trzeba zamienić czas na sekundy: 2 min = 120 s. Praca prądu: W = P·t = 60 W · 120 s = 7200 J. Kluczowe: jednostką czasu we wzorze W=P·t musi być sekunda (bo wat to dżul na sekundę, J/s) - jeśli pominie się zamianę minut na sekundy i wstawi 2 zamiast 120, wynik będzie 60x za mały (120 J zamiast 7200 J).",zamiana minut na sekundy,TAK,odpowiedzi-fizyka-elektrycznosc.csv
107,ELE-B11,6,Elektryczność,Elektryczność,B,11,Podaj przykład odbiornika zamieniającego energię elektryczną głównie na…,Podaj przykład odbiornika zamieniającego energię elektryczną głównie na świetlną i na cieplną.,"Żarówka (tradycyjna, żarowa) zamienia energię elektryczną głównie na energię świetlną (i sporo na energię cieplną jako efekt niepożądany, przez co się nagrzewa). Grzejnik elektryczny lub czajnik zamienia energię elektryczną głównie na energię cieplną - to jest jego zamierzone zadanie, a nie efekt niepożądany. Kluczowe: to są ODBIORNIKI energii elektrycznej, czyli elementy zamieniające energię elektryczną na inną formę, a nie ŹRÓDŁA - źródło (np. bateria) wytwarza/dostarcza energię elektryczną, np. z energii chemicznej, i to jest zupełnie inna rola w obwodzie.",źródło vs odbiornik energii,TAK,odpowiedzi-fizyka-elektrycznosc.csv
108,ELE-B12,6,Elektryczność,Elektryczność,B,12,Przez opornik 5 Ω płynie prąd 2 A. Oblicz napięcie.,Przez opornik 5 Ω płynie prąd 2 A. Oblicz napięcie.,"Z prawa Ohma: U = I·R = 2 A · 5 Ω = 10 V. Kluczowe: prawo Ohma w tej formie to U=I·R (napięcie równa się natężenie razy opór), a nie U=I/R - podzielenie zamiast pomnożenia dałoby błędny wynik (0,4 V zamiast poprawnych 10 V).",prawo Ohma: U=I·R,TAK,odpowiedzi-fizyka-elektrycznosc.csv
109,ELE-B13,6,Elektryczność,Elektryczność,B,13,"Opisz schemat obwodu ze źródłem, żarówką i wyłącznikiem — gdzie umieścisz…","Opisz schemat obwodu ze źródłem, żarówką i wyłącznikiem — gdzie umieścisz amperomierz, a gdzie woltomierz?","W obwodzie ze źródłem, żarówką i wyłącznikiem: amperomierz mierzy natężenie prądu płynącego przez element, więc musi być podłączony SZEREGOWO w głównym ""łańcuchu"" obwodu (np. między źródłem/wyłącznikiem a żarówką), tak żeby cały mierzony prąd przepływał również przez niego. Woltomierz mierzy różnicę potencjałów (napięcie) na danym elemencie, więc musi być podłączony RÓWNOLEGLE do tego elementu (np. równolegle do żarówki), tworząc dodatkową, boczną odnogę obwodu. Kluczowe: to jest odwrotnie niż mogłoby się intuicyjnie wydawać - amperomierz szeregowo, woltomierz równolegle; zapamiętanie tego na odwrót to częsty błąd.","amperomierz szeregowo, woltomierz równolegle",TAK,odpowiedzi-fizyka-elektrycznosc.csv
110,ELE-B14,6,Elektryczność,Elektryczność,B,14,(fakultatywne) Do czego służy bezpiecznik przeciążeniowy i co by się stało…,(fakultatywne) Do czego służy bezpiecznik przeciążeniowy i co by się stało bez niego?,"Bezpiecznik przeciążeniowy automatycznie przerywa (rozłącza) obwód, gdy natężenie prądu przekroczy bezpieczną wartość, np. przy zbyt dużym obciążeniu sieci lub zwarciu. Bez niego zbyt duży prąd mógłby przegrzać przewody, uszkodzić je, doprowadzić do zapłonu izolacji, a w efekcie do pożaru. Kluczowe: bezpiecznik NIE służy do izolowania przewodów (od tego jest izolacja/otoczka przewodu) - jego zadaniem jest przerwanie obwodu przy nadmiernym prądzie, co jest zupełnie inną funkcją niż izolacja elektryczna.",bezpiecznik vs izolacja,TAK,odpowiedzi-fizyka-elektrycznosc.csv
111,ELE-B15,6,Elektryczność,Elektryczność,B,15,"Jak sprawdzić elektroskopem, czy przedmiot jest naelektryzowany?","Jak sprawdzić elektroskopem, czy przedmiot jest naelektryzowany?","Zbliżamy badany przedmiot do (nienaładowanego) elektroskopu bez dotykania go. Jeśli przedmiot jest naelektryzowany, jego pole elektryczne wywoła indukcję w elektroskopie i listki rozejdą się (im większy ładunek przedmiotu, tym bardziej się rozchylą). Jeśli listki się nie ruszają albo ruszają bardzo słabo, przedmiot jest praktycznie nienaładowany. Alternatywnie można dotknąć przedmiotem wcześniej naładowanego elektroskopu i sprawdzić, jak zmienia się rozchylenie listków (zwiększa się, jeśli przedmiot ma ten sam znak ładunku, zmniejsza się lub znika, jeśli ma znak przeciwny).",,TAK,odpowiedzi-fizyka-elektrycznosc.csv
112,ELE-B16,6,Elektryczność,Elektryczność,B,16,Zaproponuj doświadczenie pokazujące wzajemne oddziaływanie dwóch…,Zaproponuj doświadczenie pokazujące wzajemne oddziaływanie dwóch naelektryzowanych przedmiotów.,"Można potrzeć dwa balony o włosy/wełnę (naładują się tym samym znakiem, np. ujemnym), zawiesić jeden na nitce i przybliżyć do niego drugi - balony odepchną się, co pokazuje oddziaływanie dwóch ładunków tego samego znaku. Inny wariant: potrzeć szklaną pałeczkę o materiał, który ładuje ją dodatnio, i plastikową pałeczkę, która ładuje się ujemnie, zawiesić jedną z nich na nitce i zbliżyć drugą - pałeczki przyciągną się, co pokazuje oddziaływanie ładunków różnych znaków.",,TAK,odpowiedzi-fizyka-elektrycznosc.csv
113,ELE-B17,6,Elektryczność,Elektryczność,B,17,"Mając baterię, żarówkę i przewody — jak sprawdzić, czy przedmiot jest…","Mając baterię, żarówkę i przewody — jak sprawdzić, czy przedmiot jest przewodnikiem czy izolatorem?","Łączymy baterię, żarówkę i badany przedmiot w jeden obwód szeregowy, tak że przedmiot jest jednym z elementów zamykających ten obwód (przewody prowadzą od baterii przez żarówkę do przedmiotu i z powrotem do baterii). Jeśli żarówka się zaświeci, przedmiot jest przewodnikiem (przewodzi prąd i zamyka obwód). Jeśli żarówka nie świeci, przedmiot jest izolatorem (nie przewodzi prądu, obwód jest przerwany).",,TAK,odpowiedzi-fizyka-elektrycznosc.csv
114,ELE-B18,6,Elektryczność,Elektryczność,B,18,"Co się stanie, jeśli w prostym obwodzie zapomnisz podłączyć jeden przewód?","Co się stanie, jeśli w prostym obwodzie zapomnisz podłączyć jeden przewód?","Jeśli w prostym obwodzie (bateria-żarówka-przewody) zabraknie jednego przewodu, obwód nie jest zamknięty w pełną pętlę, czyli jest przerwany. Prąd nie może wtedy płynąć przez obwód, więc żarówka się nie zaświeci, mimo że sama bateria i żarówka są sprawne - przepływ prądu wymaga zamkniętej, nieprzerwanej drogi dla ładunków.",,TAK,odpowiedzi-fizyka-elektrycznosc.csv
115,ELE-B19,6,Elektryczność,Elektryczność,B,19,"Zmierzyłeś U=6 V i I=0,5 A na oporniku. Oblicz opór.","Zmierzyłeś U=6 V i I=0,5 A na oporniku. Oblicz opór.","Z prawa Ohma: R = U/I = 6 V / 0,5 A = 12 Ω. Kluczowe: wzór to R=U/I (opór równa się napięcie podzielone przez natężenie), a nie R=U·I - pomylenie tych wzorów dałoby błędny wynik (3 Ω zamiast poprawnych 12 Ω).",wzór R=U/I,TAK,odpowiedzi-fizyka-elektrycznosc.csv
116,ELE-C01,6,Elektryczność,Elektryczność,C,1,"Bateria 9 V zasila żarówkę o oporze 3 Ω. Oszacuj „na oko"", czy natężenie…","Bateria 9 V zasila żarówkę o oporze 3 Ω. Oszacuj „na oko"", czy natężenie będzie małe czy duże, potem policz z prawa Ohma.","Szacunek ""na oko"": napięcie 9 V przy stosunkowo małym oporze 3 Ω sugeruje, że natężenie będzie dość duże (im mniejszy opór przy danym napięciu, tym większy prąd - I=U/R). Obliczenie z prawa Ohma: I = U/R = 9 V / 3 Ω = 3 A - to potwierdza szacunek, prąd jest rzeczywiście dość duży. Pytanie sprawdzało umiejętność jakościowego przewidywania na podstawie zależności I~1/R oraz umiejętność dokładnego wyliczenia wartości z prawa Ohma.",,TAK,odpowiedzi-fizyka-elektrycznosc.csv
117,ELE-C02,6,Elektryczność,Elektryczność,C,2,Grzejnik przy 230 V pobiera 4 A. Połącz obliczenie mocy i pracy prądu w…,Grzejnik przy 230 V pobiera 4 A. Połącz obliczenie mocy i pracy prądu w ciągu 10 minut.,"Moc: P = U·I = 230 V · 4 A = 920 W. Czas trzeba zamienić na sekundy: 10 min = 600 s. Praca prądu: W = P·t = 920 W · 600 s = 552000 J, czyli 552 kJ. Pytanie sprawdzało umiejętność połączenia dwóch wzorów - obliczenia mocy z napięcia i natężenia, a następnie pracy prądu z mocy i czasu, z pamiętaniem o zamianie minut na sekundy.",,TAK,odpowiedzi-fizyka-elektrycznosc.csv
118,ELE-C03,6,Elektryczność,Elektryczność,C,3,Naelektryzowana pałeczka przyciąga nienaelektryzowaną kulkę na nitce…,Naelektryzowana pałeczka przyciąga nienaelektryzowaną kulkę na nitce. Połącz indukcję elektrostatyczną z regułą oddziaływania ładunków.,"Naładowana pałeczka wywołuje w neutralnej kulce zjawisko indukcji elektrostatycznej - elektrony w kulce przesuwają się tak, że strona bliższa pałeczce zyskuje ładunek przeciwnego znaku do pałeczki, a strona dalsza pozostaje z ładunkiem tego samego znaku co pałeczka. Zgodnie z regułą oddziaływania ładunków (różne znaki przyciągają się, te same odpychają), bliższa strona kulki jest silniej przyciągana niż dalsza strona jest odpychana, bo jest bliżej pałeczki - siła przyciągania przeważa, więc cała kulka zostaje przyciągnięta do pałeczki, mimo że jako całość jest elektrycznie neutralna. Pytanie integrowało zrozumienie indukcji elektrostatycznej z regułą przyciągania/odpychania ładunków.",,TAK,odpowiedzi-fizyka-elektrycznosc.csv
119,ELE-D01,6,Elektryczność,Elektryczność,D,1,"Kolega: I=U·R=10·20=200 A dla R=10 Ω, U=20 V.","Kolega: I=U·R=10·20=200 A dla R=10 Ω, U=20 V.","Kolega popełnił błąd. Prawidłowy wzór z prawa Ohma to I = U/R, a nie I = U·R. Poprawne obliczenie: I = 20 V / 10 Ω = 2 A. Aby wytłumaczyć koledze błąd, warto pokazać, że prawo Ohma łączy te trzy wielkości wzorem U=I·R, więc żeby wyliczyć I, trzeba przekształcić ten wzór i podzielić U przez R, a nie pomnożyć - pomnożenie dało błędnie zawyżony, fizycznie nierealistyczny wynik 200 A.",zadanie zawiera błąd,TAK,odpowiedzi-fizyka-elektrycznosc.csv
120,ELE-D02,6,Elektryczność,Elektryczność,D,2,"Koleżanka: „Im wyższe napięcie baterii, tym zawsze większy prąd…","Koleżanka: „Im wyższe napięcie baterii, tym zawsze większy prąd, niezależnie od oporu"".","Koleżanka popełniła błąd - to stwierdzenie jest nieprawdziwe w tej ogólnej formie. Zgodnie z prawem Ohma (I=U/R) natężenie prądu zależy od napięcia ORAZ od oporu - wyższe napięcie przy tym samym oporze faktycznie daje większy prąd, ale jeśli jednocześnie zmienia się (np. rośnie) opór, prąd może się nie zwiększyć, a nawet zmniejszyć. Trzeba wytłumaczyć koleżance, że napięcie i opór działają razem w tym wzorze - nie można mówić o wielkości prądu, patrząc tylko na napięcie i ignorując opór obwodu.",zadanie zawiera błąd,TAK,odpowiedzi-fizyka-elektrycznosc.csv
121,ELE-D03,6,Elektryczność,Elektryczność,D,3,"Kolega podłączył amperomierz równolegle, a woltomierz szeregowo.","Kolega podłączył amperomierz równolegle, a woltomierz szeregowo.","Kolega popełnił błąd - amperomierz i woltomierz są podłączone odwrotnie do właściwych zasad. Amperomierz (mierzy natężenie) powinien być podłączony SZEREGOWO w obwodzie, a woltomierz (mierzy napięcie) powinien być podłączony RÓWNOLEGLE do badanego elementu. W opisanej sytuacji jest odwrotnie, co jest błędne, a w praktyce może być nawet niebezpieczne - amperomierz podłączony równolegle (mający bardzo mały opór wewnętrzny) mógłby spowodować efektywne zwarcie i uszkodzenie przyrządu lub obwodu.",zadanie zawiera błąd,TAK,odpowiedzi-fizyka-elektrycznosc.csv
122,MAG-A01,7,Magnetyzm,Magnetyzm,A,1,"Dlaczego magnes zawsze ma dwa bieguny, których nie da się „rozdzielić”…","Dlaczego magnes zawsze ma dwa bieguny, których nie da się „rozdzielić” przełamując go na pół?","Magnetyzm magnesu trwałego wynika z uporządkowania mikroskopowych domen magnetycznych w całej jego objętości - każda domena, nawet bardzo mała, ma zawsze swój własny biegun N i S, bo linie pola magnetycznego są zawsze zamknięte (wychodzą z jednego bieguna i wracają do drugiego). Gdy przełamiemy magnes na pół, każda z części zachowuje to samo wewnętrzne uporządkowanie domen, więc od razu tworzy własny, kompletny układ biegunów N i S. Nie da się więc fizycznie wyodrębnić samego N bez S - są one nierozłącznym efektem tej samej struktury pola.",,TAK,odpowiedzi-fizyka-magnetyzm.csv
123,MAG-A02,7,Magnetyzm,Magnetyzm,A,2,Na czym polega związek między prądem a magnetyzmem?,Na czym polega związek między prądem a magnetyzmem?,"Przepływający prąd elektryczny (uporządkowany ruch ładunków) wytwarza wokół siebie pole magnetyczne. Każdy przewodnik, przez który płynie prąd, staje się źródłem pola magnetycznego krążącego wokół niego - zwinięty w cewkę, wzmacnia to pole i zachowuje się jak magnes (elektromagnes). Elektryczność i magnetyzm są więc dwoma powiązanymi aspektami jednego zjawiska - elektromagnetyzmu, a nie dwoma niezależnymi od siebie zjawiskami.",,TAK,odpowiedzi-fizyka-magnetyzm.csv
124,MAG-B01,7,Magnetyzm,Magnetyzm,B,1,Dwa magnesy zbliżone jednoimiennymi biegunami odpychają się. Co się stanie…,Dwa magnesy zbliżone jednoimiennymi biegunami odpychają się. Co się stanie po odwróceniu jednego?,"Jeśli odwrócimy jeden z magnesów, zbliżone będą teraz bieguny różnoimienne (np. N i S), a różnoimienne bieguny przyciągają się - zamiast odpychania nastąpi przyciąganie. Pułapka: „jednoimienny” odnosi się do TYPU bieguna (N-N albo S-S), a nie do koloru czy oznaczenia farbą na magnesie - dwa magnesy mogą mieć różne oznaczenia kolorystyczne, ale liczy się to, czy zbliżamy do siebie ten sam typ bieguna (N do N, S do S) czy różne (N do S).",jednoimienny biegun vs kolor oznaczenia,TAK,odpowiedzi-fizyka-magnetyzm.csv
125,MAG-B02,7,Magnetyzm,Magnetyzm,B,2,Dlaczego igła kompasu zawsze ustawia się północ-południe?,Dlaczego igła kompasu zawsze ustawia się północ-południe?,"Ziemia sama zachowuje się jak ogromny magnes, mający swoje bieguny magnetyczne - igła kompasu (mały magnes, swobodnie obracający się) ustawia się w polu magnetycznym Ziemi tak, że jej biegun N wskazuje w stronę bieguna magnetycznego Ziemi leżącego blisko geograficznego bieguna północnego, a biegun S igły - w stronę przeciwną. Pułapka: biegun magnetyczny Ziemi (na który reaguje kompas) nie jest identyczny z geograficznym biegunem północnym/południowym (osią obrotu Ziemi) - są blisko siebie, ale to dwa różne punkty.",biegun geograficzny vs magnetyczny,TAK,odpowiedzi-fizyka-magnetyzm.csv
126,MAG-B03,7,Magnetyzm,Magnetyzm,B,3,"Dlaczego magnes przyciąga spinacz, ale nie monetę aluminiową?","Dlaczego magnes przyciąga spinacz, ale nie monetę aluminiową?","Magnes silnie przyciąga materiały ferromagnetyczne, takie jak żelazo, stal, nikiel czy kobalt - spinacz jest zrobiony ze stali (zawiera żelazo), więc reaguje na pole magnetyczne. Aluminium (podobnie jak wiele innych metali, np. miedź czy złoto) nie jest ferromagnetykiem - jego atomy nie ustawiają się w sposób wzmacniający pole magnesu, więc moneta aluminiowa praktycznie nie jest przyciągana. Pułapka: NIE każdy metal jest przyciągany przez magnes - przyciąganie zależy od konkretnej struktury elektronowej materiału (ferromagnetyzm), a nie od samego faktu, że coś jest metalem.",nie każdy metal jest ferromagnetykiem,TAK,odpowiedzi-fizyka-magnetyzm.csv
127,MAG-B04,7,Magnetyzm,Magnetyzm,B,4,"Igła kompasu blisko przewodnika, przez który puszczasz prąd. Co…","Igła kompasu blisko przewodnika, przez który puszczasz prąd. Co zaobserwujesz?","Gdy przez przewodnik płynie prąd, wokół niego powstaje pole magnetyczne, które oddziałuje na igłę kompasu w pobliżu - igła odchyli się od swojego normalnego ustawienia północ-południe, ustawiając się zgodnie z kierunkiem pola magnetycznego wytworzonego przez prąd (kierunek odchylenia zależy od kierunku przepływu prądu). Pułapka: sam przewodnik, przez który NIE płynie prąd, nie wytwarza pola magnetycznego i nie wpływa na igłę - to dopiero przepływający prąd jest źródłem tego pola; sam metal przewodnika (jeśli nie jest ferromagnetykiem) nie ma na igłę żadnego wpływu.",przewodnik działa tylko z prądem,TAK,odpowiedzi-fizyka-magnetyzm.csv
128,MAG-B05,7,Magnetyzm,Magnetyzm,B,5,Dlaczego elektromagnes przestaje przyciągać po wyłączeniu prądu?,Dlaczego elektromagnes przestaje przyciągać po wyłączeniu prądu?,"Pole magnetyczne elektromagnesu powstaje dzięki płynącemu przez zwoje drutu prądowi - to prąd jest źródłem tego pola (ewentualnie wzmacnianego przez rdzeń ferromagnetyczny, np. gwóźdź, wewnątrz zwojów). Kiedy wyłączymy prąd, źródło pola zanika, a miękki ferromagnetyczny rdzeń (jak zwykłe żelazo) sam prawie nie zachowuje trwałego namagnesowania, więc elektromagnes przestaje przyciągać. Pułapka: to zasadnicza różnica względem magnesu trwałego - magnes trwały ma pole magnetyczne „wbudowane” w swoją strukturę i działa bez zasilania, a elektromagnes potrzebuje ciągłego przepływu prądu, żeby działać.",elektromagnes vs magnes trwały,TAK,odpowiedzi-fizyka-magnetyzm.csv
129,MAG-B06,7,Magnetyzm,Magnetyzm,B,6,(fakultatywne) Jaką rolę pełni oddziaływanie magnetyczne w silniku…,(fakultatywne) Jaką rolę pełni oddziaływanie magnetyczne w silniku elektrycznym?,"W silniku elektrycznym przez zwojnicę (uzwojenie) umieszczoną w polu magnetycznym (np. między biegunami magnesów) płynie prąd - pole magnetyczne działa siłą na przewodnik z prądem (siła wynikająca z oddziaływania pola magnetycznego z ruchem ładunków w przewodniku). Ta siła powoduje obrót zwojnicy (wirnika); dzięki odpowiedniej konstrukcji (komutator/szczotki) kierunek prądu w zwojnicy jest cyklicznie zmieniany, tak że siła stale wywołuje obrót w tym samym kierunku, zamieniając energię elektryczną na energię mechaniczną ruchu obrotowego. Pułapka: nie wystarczy powiedzieć, że „magnes działa na prąd” w ogólny sposób - kluczowe jest wskazanie, że to siła wynikająca z oddziaływania pola magnetycznego z przewodnikiem, przez który płynie prąd, powoduje ruch (obrót), a nie samo sąsiadowanie pola i prądu.",opis mechanizmu silnika (siła pole-prąd),TAK,odpowiedzi-fizyka-magnetyzm.csv
130,MAG-B07,7,Magnetyzm,Magnetyzm,B,7,Jak zademonstrować zachowanie igły w pobliżu magnesu trwałego?,Jak zademonstrować zachowanie igły w pobliżu magnesu trwałego?,"Można umieścić kompas (lub swobodnie wiszącą magnetyczną igłę) w pewnej odległości od magnesu trwałego i obserwować, jak igła zmienia swoje ustawienie, „śledząc” kierunek linii pola magnetycznego magnesu - przy przesuwaniu magnesu wokół kompasu igła obraca się, wskazując kierunek zgodny z lokalnym polem. Przy zbliżaniu magnesu efekt jest silniejszy (większe odchylenie), przy odsuwaniu - słabszy, aż igła wraca do ustawienia północ-południe zgodnego z polem magnetycznym Ziemi.",,TAK,odpowiedzi-fizyka-magnetyzm.csv
131,MAG-B08,7,Magnetyzm,Magnetyzm,B,8,Opisz doświadczenie pokazujące wpływ przewodnika z prądem na igłę…,Opisz doświadczenie pokazujące wpływ przewodnika z prądem na igłę magnetyczną.,"Umieszczamy prosty przewodnik (drut) równolegle nad (lub pod) igłą kompasu, tak by w spoczoju igła wskazywała kierunek północ-południe zgodny z ułożeniem przewodnika. Po podłączeniu przewodnika do baterii i puszczeniu przez niego prądu, igła odchyla się od pierwotnego kierunku - to pokazuje, że przepływający prąd wytworzył wokół przewodnika pole magnetyczne, które oddziałuje na igłę. Po zmianie kierunku prądu (odwróceniu biegunów baterii) igła odchyli się w przeciwną stronę.",,TAK,odpowiedzi-fizyka-magnetyzm.csv
132,MAG-C01,7,Magnetyzm,Magnetyzm,C,1,Elektromagnes z gwoździa i drutu podłączony do baterii przyciąga spinacze…,"Elektromagnes z gwoździa i drutu podłączony do baterii przyciąga spinacze. Połącz prąd, pole magnetyczne i oddziaływanie na materiały magnetyczne.","Prąd płynący przez zwoje drutu owinięte wokół gwoździa wytwarza wokół drutu pole magnetyczne; ponieważ drut jest zwinięty w cewkę, pola magnetyczne poszczególnych zwojów sumują się, tworząc silniejsze, skoncentrowane pole na osi cewki. Gwóźdź, będący ferromagnetykiem (zawiera żelazo), wzmacnia to pole, sam ulegając namagnesowaniu na czas przepływu prądu - cała konstrukcja zachowuje się jak magnes (elektromagnes). To pole magnetyczne oddziałuje na spinacze (też ferromagnetyczne), wciągając je - łańcuch przyczynowo-skutkowy: prąd → pole magnetyczne wokół drutu i w cewce → namagnesowanie ferromagnetycznego gwoździa → przyciąganie innych materiałów ferromagnetycznych przez wytworzone pole.",,TAK,odpowiedzi-fizyka-magnetyzm.csv
133,MAG-C02,7,Magnetyzm,Magnetyzm,C,2,"Oszacuj „na oko”, co stanie się z siłą przyciągania elektromagnesu przy…","Oszacuj „na oko”, co stanie się z siłą przyciągania elektromagnesu przy zwiększeniu natężenia prądu, potem uzasadnij.","Szacunek „na oko”: większy prąd powinien dać silniejsze przyciąganie, bo intuicyjnie „więcej prądu = więcej magnetyzmu”. Uzasadnienie: pole magnetyczne wytwarzane przez zwoje z prądem jest silniejsze, gdy większy jest prąd płynący przez te zwoje (siła pola magnetycznego elektromagnesu rośnie ze wzrostem natężenia prądu) - a silniejsze pole magnetyczne oznacza silniejsze oddziaływanie na materiały ferromagnetyczne, czyli większą siłę przyciągania spinaczy czy innych przedmiotów żelaznych. To potwierdza wcześniejszy szacunek: zwiększenie natężenia prądu zwiększa siłę przyciągania elektromagnesu.",,TAK,odpowiedzi-fizyka-magnetyzm.csv
134,MAG-D01,7,Magnetyzm,Magnetyzm,D,1,Kolega: „Rozłamanie magnesu da mi osobny biegun N i osobny S”.,Kolega: „Rozłamanie magnesu da mi osobny biegun N i osobny S”.,"Kolega popełnił błąd. Każdy magnes, niezależnie od tego, na jak małe kawałki go rozłamiemy, zawsze będzie mieć oba bieguny N i S jednocześnie - nie da się fizycznie oddzielić samego bieguna N od samego S, bo linie pola magnetycznego są zawsze zamknięte (wychodzą z jednego bieguna i wracają do drugiego), co wynika z uporządkowania mikroskopowych domen magnetycznych w całej objętości materiału. Po rozłamaniu magnesu na pół otrzymamy dwa mniejsze magnesy, każdy z własnym, kompletnym układem biegunów N i S, a nie jeden kawałek z samym N i drugi z samym S.",zadanie zawiera błąd,TAK,odpowiedzi-fizyka-magnetyzm.csv
135,MAG-D02,7,Magnetyzm,Magnetyzm,D,2,"Koleżanka: „Elektromagnes działa tak samo jak zwykły magnes, prąd nie ma…","Koleżanka: „Elektromagnes działa tak samo jak zwykły magnes, prąd nie ma znaczenia”.","Koleżanka popełniła błąd. Elektromagnes wytwarza pole magnetyczne tylko dzięki przepływającemu przez jego zwoje prądowi - to prąd jest źródłem tego pola (ewentualnie wzmacnianego przez rdzeń ferromagnetyczny). Magnes trwały ma pole magnetyczne „wbudowane” w swoją strukturę i działa bez żadnego zasilania. Jeśli wyłączymy prąd w elektromagnesie, jego pole magnetyczne praktycznie zanika i przestaje on przyciągać - prąd ma więc kluczowe znaczenie: bez niego elektromagnes traci swoje magnetyczne właściwości, w przeciwieństwie do magnesu trwałego.",zadanie zawiera błąd,TAK,odpowiedzi-fizyka-magnetyzm.csv
136,FAL-A01,8,Ruch drgający i fale,Ruch drgający i fale,A,1,"Co „faluje"" w fali dźwiękowej, skoro powietrze jako całość nie…","Co „faluje"" w fali dźwiękowej, skoro powietrze jako całość nie przemieszcza się od źródła do ucha?","W fali dźwiękowej „faluje"" ciśnienie i gęstość powietrza - drgające źródło (np. struna) na przemian ściska i rozrzedza sąsiadujące cząsteczki powietrza, tworząc obszary zagęszczeń i rozrzedzeń. Każda cząsteczka powietrza drga tylko w miejscu, do przodu i do tyłu wokół swojego położenia równowagi, przekazując drganie kolejnej cząsteczce, ale sama nie wędruje od źródła do ucha. To właśnie to zaburzenie ciśnienia (zagęszczenia i rozrzedzenia) przemieszcza się jako fala i przenosi energię, a nie sama materia (powietrze).",,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
137,FAL-A02,8,Ruch drgający i fale,Ruch drgający i fale,A,2,Czym różni się amplituda od okresu drgań?,Czym różni się amplituda od okresu drgań?,"Amplituda to największe wychylenie ciała drgającego od położenia równowagi (mierzone w jednostkach długości, np. cm), które mówi, jak „duże"" są drgania. Okres to czas potrzebny na wykonanie jednego pełnego drgania (mierzony w sekundach), który mówi, jak „szybko"" powtarza się ruch. To dwie niezależne wielkości: ciało może drgać z dużą amplitudą i długim okresem, albo z małą amplitudą i krótkim okresem - amplituda opisuje rozmiar ruchu, a okres jego czas trwania.",,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
138,FAL-B01,8,Ruch drgający i fale,Ruch drgający i fale,B,1,Wahadło wychyla się max 10 cm od równowagi i wraca 20 razy na minutę…,Wahadło wychyla się max 10 cm od równowagi i wraca 20 razy na minutę. Podaj amplitudę i częstotliwość.,"Amplituda to maksymalne wychylenie od położenia równowagi, a nie cały rozstaw między skrajnymi położeniami (lewym i prawym) - tu wynosi więc A=10 cm, a nie 20 cm. Częstotliwość to liczba pełnych drgań na sekundę: skoro wahadło wraca do tego samego punktu 20 razy na minutę, to wykonuje 20 pełnych cykli w ciągu 60 s, czyli f=20/60 s≈0,33 Hz. Pułapka: „20 razy na minutę"" i „powrót"" trzeba interpretować jako liczbę pełnych okresów, a amplitudę liczyć od środka (równowagi), a nie od jednego skrajnego wychylenia do drugiego.",pułapka: mylenie amplitudy z całkowitym rozstawem skrajnych położeń,TAK,odpowiedzi-fizyka-ruch-drgajacy-i-fale.csv
