id,kod,przedmiot,partia_numer,partia_tytul,zagadnienie,wariant,numer_pytania,streszczenie_pytania,pytanie,odpowiedz_wzorcowa,notatka
88,CHEM-P5a-C03,chemia,5a,Wodorotlenki i kwasy,Wodorotlenki i kwasy,C,3,Związek dysocjacji kwasu z pH,Wytłumacz związek między dysocjacją kwasu a jego wpływem na pH roztworu.,"Kwasy obniżają pH roztworu właśnie dzięki dysocjacji elektrolitycznej: rozpadając się w wodzie, uwalniają jony wodorowe H+ (dokładniej jony oksoniowe H3O+), a to właśnie stężenie tych jonów decyduje o wartości pH. Im silniejszy kwas i im bardziej dysocjuje (czyli im większy jest stopień dysocjacji), tym więcej jonów H+ powstaje w roztworze o danym stężeniu, a więc tym niższe (bardziej kwasowe) jest pH. Dlatego np. mocny kwas solny (dysocjujący niemal całkowicie) daje niższe pH niż słaby kwas octowy o tym samym stężeniu molowym, który dysocjuje tylko częściowo."
89,CHEM-P5a-D01,chemia,5a,Wodorotlenki i kwasy,Wodorotlenki i kwasy,D,1,Błąd: zasada = wodorotlenek zamiennie,"Kolega mówi: „Zasada to to samo co wodorotlenek, więc te słowa można używać zamiennie”. Oceń.","To uproszczenie zawiera nieścisłość. Wodorotlenek to nazwa klasy związków chemicznych o wzorze ogólnym M(OH)n, niezależnie od tego, czy dany wodorotlenek rozpuszcza się w wodzie, czy nie (np. Cu(OH)2 czy Fe(OH)3 to trudno rozpuszczalne wodorotlenki). Zasada natomiast to pojęcie związane z odczynem roztworu — określa substancję, która w wodzie zwiększa stężenie jonów OH-, nadając roztworowi odczyn zasadowy; w praktyce szkolnej dotyczy to zwykle rozpuszczalnych w wodzie wodorotlenków (np. NaOH, KOH). Dlatego każda „zasada” w tym sensie jest wodorotlenkiem, ale nie każdy wodorotlenek (zwłaszcza trudno rozpuszczalny) trzeba nazywać zasadą — należy koledze wytłumaczyć to rozróżnienie, zamiast uznawać oba pojęcia za identyczne.",zadanie zawiera nieścisłość (uproszczenie)
90,CHEM-P5a-D02,chemia,5a,Wodorotlenki i kwasy,Wodorotlenki i kwasy,D,2,Błąd: niskie pH soku żołądkowego jako zasadowy,"Koleżanka zmierzyła pH soku żołądkowego = 2 i stwierdziła: „To znaczy, że sok żołądkowy jest zasadowy, bo pH jest niskie i to specjalna, mocna zasada”. Oceń.","Koleżanka popełniła błąd. Niskie pH (poniżej 7) oznacza odczyn kwasowy, a nie zasadowy — im niższe pH, tym silniej kwasowy jest roztwór. Sok żołądkowy zawiera kwas solny (HCl), dlatego jego pH ≈ 2 świadczy o silnie kwasowym, a nie zasadowym charakterze. Odczyn zasadowy odpowiadałby wartościom pH powyżej 7, im bliżej 14, tym mocniejsza zasada.",zadanie zawiera błąd
91,CHEM-P5b-A01,chemia,5b,Sole,Sole,A,1,Na czym polega zobojętnianie,"Skąd „wiadomo”, że reakcja kwasu z zasadą to „zobojętnianie” — co dokładnie się zobojętnia?","W reakcji zobojętniania jony wodorowe H+ pochodzące z kwasu łączą się z jonami wodorotlenkowymi OH- pochodzącymi z zasady, tworząc cząsteczki wody (H+ + OH- → H2O). To właśnie znika (zobojętnia się) charakter kwasowy roztworu (nadmiar H+) i charakter zasadowy (nadmiar OH-) — jeśli kwas i zasada zostaną zmieszane w odpowiednich, stechiometrycznych ilościach, roztwór traci swój wyraźnie kwasowy lub zasadowy odczyn i dąży do odczynu obojętnego. Pozostałe jony (kation metalu z zasady i reszta kwasowa z kwasu) łączą się w sól."
92,CHEM-P5b-A02,chemia,5b,Sole,Sole,A,2,Różne sole z tego samego kwasu,Dlaczego z tego samego kwasu i różnych metali/wodorotlenków/tlenków można otrzymać różne sole?,"Sól powstaje z połączenia kationu metalu (pochodzącego z użytego metalu, wodorotlenku lub tlenku) z anionem reszty kwasowej (pochodzącym z kwasu). Reszta kwasowa jest zawsze taka sama, dopóki używamy tego samego kwasu, ale kation metalu zmienia się w zależności od tego, jaki metal (lub jego wodorotlenek/tlenek) weźmie udział w reakcji. Dlatego np. z kwasu solnego HCl można otrzymać zarówno chlorek sodu NaCl (z sodu lub NaOH), jak i chlorek wapnia CaCl2 (z wapnia, Ca(OH)2 lub CaO) — sól zależy od tego, jaki kation wprowadzamy do reakcji."
93,CHEM-P5b-B01,chemia,5b,Sole,Sole,B,1,Reakcja zobojętniania HCl+NaOH – cząsteczkowo i jonowo,Zapisz równanie reakcji zobojętniania HCl i NaOH w formie cząsteczkowej i jonowej. Jaka sól powstaje?,"Zapis cząsteczkowy: HCl + NaOH → NaCl + H2O. Zapis jonowy pełny: H+ + Cl- + Na+ + OH- → Na+ + Cl- + H2O. Zapis jonowy skrócony (po usunięciu jonów widzów Na+ i Cl-, które nie biorą udziału w reakcji): H+ + OH- → H2O. Powstającą solą jest chlorek sodu (NaCl). Pominięcie zapisu jonowego lub błędne skreślenie niewłaściwych jonów (np. skreślenie H+ zamiast Na+) to typowy błąd — jonami widzami są tylko te, które występują w tej samej postaci po obu stronach równania.",pułapka: pominięcie zapisu jonowego lub błędne skrócenie jonów
94,CHEM-P5b-B02,chemia,5b,Sole,Sole,B,2,"Wzór siarczanu(VI) żelaza(III), nazwa K3PO4",Utwórz wzór sumaryczny siarczanu(VI) żelaza(III) i podaj nazwę soli o wzorze K₃PO₄.,"Siarczan(VI) żelaza(III): kation to Fe3+, anion (reszta kwasowa siarczanu(VI)) to SO4^2-. Aby ładunki się zbilansowały, potrzeba 2 kationów Fe3+ (ładunek łączny 6+) i 3 anionów SO4^2- (ładunek łączny 6-), stąd poprawny wzór to Fe2(SO4)3. Typowy błąd to nieuwzględnienie zmiennej wartościowości żelaza i zapisanie np. FeSO4 (to byłby siarczan(VI) żelaza(II)). Wzór K3PO4 to fosforan(V) potasu (kation K+, reszta kwasowa PO4^3- z kwasu fosforowego(V), stąd potrzeba trzech jonów potasu).",pułapka: błędne ustalenie indeksów przy metalu o zmiennej wartościowości
95,CHEM-P5b-B03,chemia,5b,Sole,Sole,B,3,Reakcje HCl z MgO i H2SO4 z Zn,Zapisz równanie reakcji kwasu solnego z tlenkiem magnezu oraz kwasu siarkowego(VI) z cynkiem.,"Kwas solny z tlenkiem magnezu (kwas + tlenek metalu → sól + woda): 2HCl + MgO → MgCl2 + H2O. Kwas siarkowy(VI) z cynkiem (kwas + metal → sól + wodór): H2SO4 + Zn → ZnSO4 + H2↑. Ważne jest, by nie pomylić tych dwóch typów reakcji: reakcja kwasu z tlenkiem metalu daje sól i wodę, natomiast reakcja kwasu z metalem (metalem aktywnym, znajdującym się przed wodorem w szeregu aktywności) daje sól i wydzielający się gazowy wodór H2, a nie wodę.",pułapka: pominięcie wydzielającego się wodoru w reakcji kwasu z metalem
96,CHEM-P5b-B04,chemia,5b,Sole,Sole,B,4,Dysocjacja azotanu(V) sodu,Zapisz równanie dysocjacji elektrolitycznej azotanu(V) sodu.,"NaNO3 → Na+ + NO3-. Jon azotanowy(V) NO3- jest resztą kwasową pochodzącą od kwasu azotowego(V) HNO3 i podczas dysocjacji soli pozostaje w całości jako jeden jon — nie rozpada się dalej na osobne atomy azotu i tlenu. Typowym błędem jest błędne rozbicie reszty kwasowej na mniejsze fragmenty zamiast pozostawienia jej jako jednego, złożonego jonu.",pułapka: błędne rozbicie na jony reszty kwasowej
97,CHEM-P5b-B05,chemia,5b,Sole,Sole,B,5,Otrzymywanie soli metodą strąceniową,"Zaproponuj doświadczenie otrzymywania trudno rozpuszczalnej soli metodą strąceniową i zapisz równanie cząsteczkowe i jonowe skrócone, korzystając z tablicy rozpuszczalności.","Przykład: reakcja chlorku baru z siarczanem(VI) sodu. Zapis cząsteczkowy: BaCl2 + Na2SO4 → BaSO4↓ + 2NaCl. Zapis jonowy skrócony: Ba^2+ + SO4^2- → BaSO4↓. Zanim zapiszemy reakcję, trzeba sprawdzić w tablicy rozpuszczalności oba możliwe produkty: BaSO4 jest praktycznie nierozpuszczalny w wodzie (dlatego wytrąca się jako osad), natomiast NaCl jest dobrze rozpuszczalny i pozostaje w roztworze jako jony. Pominięcie sprawdzenia rozpuszczalności grozi błędnym zapisaniem reakcji, w której żaden osad w rzeczywistości by się nie wytrącił.",pułapka: pominięcie sprawdzenia rozpuszczalności obu potencjalnych produktów
98,CHEM-P5b-B06,chemia,5b,Sole,Sole,B,6,Zastosowania NaCl i CaCO3,Podaj po jednym zastosowaniu chlorku sodu i węglanu wapnia.,"Chlorek sodu (NaCl) jest powszechnie stosowany jako sól kuchenna, czyli przyprawa i konserwant żywności. Węglan wapnia (CaCO3) jest wykorzystywany m.in. jako surowiec do produkcji cementu i wapna w budownictwie. Nie należy zamieniać tych zastosowań miejscami — to różne sole o odmiennych właściwościach i zastosowaniach.",pułapka: pomylenie zastosowań
99,CHEM-P5b-C01,chemia,5b,Sole,Sole,C,1,Reakcja HCl z CaCO3 – wydzielający się gaz,"Zanim napiszesz równanie, oszacuj „na oko”: czy reakcja kwasu solnego z węglanem wapnia będzie gwałtowna (z wydzielaniem gazu) czy spokojna? Napisz równanie i sprawdź, jaki gaz się wydziela.","Reakcja będzie gwałtowna, z wyraźnym wydzielaniem gazu — burzeniem/pienieniem się roztworu, bo węglany reagują z mocnymi kwasami, uwalniając dwutlenek węgla. Równanie: CaCO3 + 2HCl → CaCl2 + H2O + CO2↑. Wydzielający się gaz to dwutlenek węgla (CO2) — można to potwierdzić, wprowadzając go do wody wapiennej, która wtedy mętnieje na skutek wytrącania się nierozpuszczalnego CaCO3."
100,CHEM-P5b-C02,chemia,5b,Sole,Sole,C,2,Zapis jonowy skrócony zobojętniania H+ + OH- → H2O,"Wytłumacz, dlaczego reakcja zobojętniania w zapisie jonowym skróconym sprowadza się zawsze do H⁺ + OH⁻ → H₂O, niezależnie od tego, jaki kwas i jaka zasada reagują.","W zapisie jonowym skróconym pomija się jony widzowie, czyli te, które występują w tej samej postaci po obu stronach równania i faktycznie nie biorą udziału w reakcji (kation metalu z zasady i reszta kwasowa z kwasu — one po prostu „przechodzą” do soli). W każdej reakcji zobojętniania mocnego, rozpuszczalnego kwasu z mocną, rozpuszczalną zasadą jedynym procesem, który faktycznie zachodzi, jest połączenie jonu H+ z jonem OH- w cząsteczkę wody. Dlatego niezależnie od tego, jaki konkretnie kwas i jaka zasada reagują (o ile są to elektrolity mocne i rozpuszczalne), zapis jonowy skrócony zawsze wygląda tak samo: H+ + OH- → H2O."
101,CHEM-P5b-C03,chemia,5b,Sole,Sole,C,3,Dwie metody otrzymywania CaCl2,"Dla chlorku wapnia wybierz i zapisz dwie różne metody otrzymywania (spośród: kwas+zasada, kwas+tlenek metalu, kwas+metal, zasada+tlenek niemetalu), uzasadniając, że dają ten sam produkt.","Metoda 1 (kwas + zasada): 2HCl + Ca(OH)2 → CaCl2 + 2H2O. Metoda 2 (kwas + metal): 2HCl + Ca → CaCl2 + H2↑. W obu przypadkach do reakcji wprowadzamy jony Ca^2+ (z wodorotlenku wapnia albo z metalicznego wapnia) oraz jony Cl- (z kwasu solnego) w takim samym stosunku 1:2, więc w obu przypadkach głównym produktem soli jest dokładnie ten sam związek — chlorek wapnia CaCl2. Metody różnią się jedynie drugim produktem reakcji (woda w pierwszym przypadku, gazowy wodór w drugim), co wynika z tego, z jakim reagentem wapń wchodzi do reakcji."
102,CHEM-P5b-D01,chemia,5b,Sole,Sole,D,1,Błąd: wzór siarczanu(VI) glinu,"Kolega zapisał wzór siarczanu(VI) glinu jako AlSO₄ i twierdzi, że jest poprawny. Sprawdź.","Kolega popełnił błąd. Kation glinu ma ładunek Al^3+, a reszta kwasowa siarczanu(VI) ma ładunek SO4^2-. Aby ładunki się zbilansowały, trzeba znaleźć najmniejszą wspólną wielokrotność 3 i 2, czyli 6: potrzeba 2 kationów Al^3+ (6+) i 3 anionów SO4^2- (6-). Poprawny wzór to Al2(SO4)3, a nie AlSO4 — zapis AlSO4 zakładałby błędnie, że ładunki obu jonów są sobie równe (1:1), co jest niezgodne z rzeczywistymi wartościowościami.",zadanie zawiera błąd
103,CHEM-P5b-D02,chemia,5b,Sole,Sole,D,2,Błąd: kwas + metal zawsze daje sól i wodę,"Koleżanka mówi: „Reakcja kwasu z metalem zawsze daje sól i wodę, tak jak reakcja kwasu z zasadą”. Oceń.","Koleżanka popełniła błąd. Reakcja kwasu z metalem (aktywnym, znajdującym się w szeregu aktywności metali przed wodorem) daje sól i wydzielający się gazowy wodór H2, a nie wodę — np. Zn + H2SO4 → ZnSO4 + H2↑. Wodę jako drugi produkt otrzymuje się natomiast w reakcji kwasu z zasadą (zobojętnianie: kwas + zasada → sól + H2O) oraz w reakcji kwasu z tlenkiem metalu. Nie można więc utożsamiać tych dwóch typów reakcji.",zadanie zawiera błąd
104,CHEM-P6-A01,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,A,1,Węglowodór nasycony a nienasycony – wiązania,Co dokładnie odróżnia węglowodór nasycony od nienasyconego — na czym polega ta „nienasyconość” na poziomie wiązań?,"Węglowodór nasycony (alkan) ma między wszystkimi atomami węgla wyłącznie pojedyncze wiązania C-C, dzięki czemu każdy atom węgla jest „obsadzony” maksymalną możliwą liczbą atomów wodoru — cząsteczka jest więc w pełni „nasycona” wodorem. Węglowodór nienasycony (alken, alkin) zawiera przynajmniej jedno wiązanie wielokrotne między atomami węgla — podwójne (C=C) w alkenach lub potrójne (C≡C) w alkinach — co oznacza, że przy tych atomach węgla jest mniej atomów wodoru, niż mogłoby być, gdyby wszystkie wiązania były pojedyncze. „Nienasyconość” polega więc dokładnie na tym, że cząsteczka nie wykorzystała pełnej możliwej liczby wiązań z wodorem, tylko część „wolnych miejsc” zamieniła na dodatkowe wiązanie między atomami węgla — dlatego takie wiązania wielokrotne mogą łatwo ulegać reakcjom addycji (np. z bromem czy wodorem), w przeciwieństwie do trwałych, pojedynczych wiązań w alkanach."
105,CHEM-P6-A02,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,A,2,Długość łańcucha a temperatura wrzenia alkanów,"Dlaczego wraz z wydłużaniem łańcucha węglowego w alkanach zmieniają się właściwości fizyczne, np. temperatura wrzenia?","Wraz z wydłużaniem łańcucha węglowego rośnie masa cząsteczkowa alkanu, a przede wszystkim rośnie powierzchnia kontaktu między sąsiednimi cząsteczkami, co zwiększa siłę słabych oddziaływań międzycząsteczkowych (sił van der Waalsa/sił dyspersyjnych) trzymających cząsteczki blisko siebie. Im silniejsze te oddziaływania, tym więcej energii (czyli wyższej temperatury) potrzeba, żeby rozerwać je na tyle, by cząsteczki mogły swobodnie przejść w stan gazowy — dlatego dłuższe łańcuchy mają wyższą temperaturę wrzenia. To właśnie dlatego krótkie alkany (np. metan, etan) są w temperaturze pokojowej gazami, średniej długości (np. heksan, oktan) są cieczami, a bardzo długołańcuchowe alkany są ciałami stałymi."
106,CHEM-P6-B01,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,B,1,Definicja alkanu i alkenu,"Zdefiniuj alkan i alken własnymi słowami, odwołując się do rodzaju wiązań między atomami węgla.","Alkan to węglowodór nasycony, w którym wszystkie atomy węgla połączone są ze sobą wyłącznie pojedynczymi wiązaniami C-C (a pozostałe miejsca przy każdym atomie węgla zajmują atomy wodoru) — ogólny wzór to CnH2n+2. Alken to węglowodór nienasycony, w którym między dwoma atomami węgla w łańcuchu występuje jedno podwójne wiązanie C=C, a reszta wiązań w łańcuchu jest pojedyncza — ogólny wzór to CnH2n. Kluczowa pułapka: definicja nie powinna opierać się na tym, „ile jest atomów wodoru” (bo to tylko konsekwencja budowy), tylko na rodzaju wiązania między atomami węgla — to właśnie rodzaj wiązania (pojedyncze vs. podwójne) jest cechą definiującą, a liczba wodorów jedynie z niej wynika.",pułapka: definiowanie przez liczbę atomów wodoru zamiast rodzaju wiązania C-C
107,CHEM-P6-B02,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,B,2,Wzór alkanu o 6 atomach C,"Zapisz wzór sumaryczny alkanu o 6 atomach węgla, korzystając ze wzoru CnH2n+2.","Podstawiając n = 6 do wzoru CnH2n+2 otrzymujemy: liczba atomów wodoru = 2×6+2 = 14, więc wzór sumaryczny to C6H14 (heksan). Częsty błąd (pułapka) to pominięcie „+2” na końcu wzoru i policzenie tylko 2n, co dałoby błędnie C6H12 — trzeba pamiętać, żeby po pomnożeniu liczby atomów węgla przez 2 dodać jeszcze 2, bo dopiero to daje poprawną, pełną liczbę atomów wodoru w alkanie.","pułapka: błędne podstawienie, pominięcie +2"
108,CHEM-P6-B03,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,B,3,"Szereg temperatur wrzenia: metan, propan, oktan","Uszereguj metan, propan i oktan według rosnącej temperatury wrzenia i wytłumacz dlaczego.","Rosnąca kolejność temperatury wrzenia to: metan (najniższa) < propan < oktan (najwyższa). Wynika to z tego, że im dłuższy łańcuch węglowy, tym większa masa cząsteczkowa i większa powierzchnia kontaktu między cząsteczkami, co zwiększa siły van der Waalsa (siły dyspersyjne) między nimi — a im silniejsze te oddziaływania, tym więcej energii (wyższej temperatury) trzeba dostarczyć, żeby cząsteczki mogły oderwać się od siebie i przejść w stan gazowy. Metan, mając zaledwie jeden atom węgla, ma najsłabsze oddziaływania międzycząsteczkowe i wrze w bardzo niskiej temperaturze (jest gazem nawet w bardzo niskich temperaturach), a oktan, mający osiem atomów węgla, ma znacznie silniejsze oddziaływania i wrze dopiero w wysokiej temperaturze (jest cieczą w temperaturze pokojowej). Pułapka: odpowiedź w odwrotnej kolejności (oktan < propan < metan) jest błędna — to dłuższy, a nie krótszy łańcuch daje wyższą temperaturę wrzenia.",pułapka: odwrotna kolejność
109,CHEM-P6-B04,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,B,4,Spalanie całkowite i niecałkowite propanu,Zapisz równania spalania całkowitego i niecałkowitego propanu (przy dużym i małym dostępie tlenu).,"Spalanie całkowite (przy dużym dostępie tlenu): C3H8 + 5O2 → 3CO2 + 4H2O — produktami są wyłącznie dwutlenek węgla i woda. Spalanie niecałkowite (przy ograniczonym dostępie tlenu) daje inne produkty w zależności od stopnia niedoboru tlenu: przy umiarkowanym niedoborze powstaje trujący tlenek węgla(II), np. 2C3H8 + 7O2 → 6CO + 8H2O, a przy bardzo dużym niedoborze tlenu może powstawać nawet wolny węgiel w postaci sadzy, np. C3H8 + 2O2 → 3C + 4H2O. Kluczowa pułapka: przy niepełnym dostępie tlenu produktem nie jest już CO2, tylko CO (tlenek węgla(II), czyli czad) lub sadza (węgiel) — pominięcie tej różnicy i napisanie za każdym razem CO2 jako produktu jest błędem, bo to właśnie mniejsza ilość tlenu zmienia produkt spalania na mniej utleniony.","pułapka: pominięcie, że przy małym dostępie tlenu powstaje CO lub sadza zamiast CO2"
110,CHEM-P6-B05,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,B,5,"Wzór ogólny alkenów/alkinów, nazwa C4H8",Zapisz wzór ogólny alkenów i alkinów i utwórz na jego podstawie nazwę węglowodoru C4H8.,"Wzór ogólny alkenów to CnH2n, a wzór ogólny alkinów to CnH2n-2. Dla węglowodoru C4H8 sprawdzamy: przy n = 4, wzór alkenu daje 2×4 = 8 atomów wodoru, co dokładnie zgadza się z C4H8 — więc jest to alken o czterech atomach węgla, czyli buten. Kluczowa pułapka: nie wolno pomylić wzoru alkenu (CnH2n) ze wzorem alkinu (CnH2n-2) — gdyby ktoś błędnie zastosował wzór alkinu, otrzymałby dla n=4 wynik 2×4-2=6, czyli C4H6, co nie zgadza się z podanym wzorem C4H8, więc taka substancja musiałaby mieć inną liczbę atomów węgla, a nie być butenem.",pułapka: pomylenie wzoru alkenu CnH2n z alkinem CnH2n-2
111,CHEM-P6-B06,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,B,6,Odróżnianie etenu od etanu wodą bromową,"Opisz, jaką reakcją i obserwacją można odróżnić eten od etanu przy użyciu wody bromowej.","Do dwóch probówek — jednej z etenem, drugiej z etanem — dodajemy wodę bromową i obserwujemy zmianę zabarwienia. Eten (C2H4), jako węglowodór nienasycony z wiązaniem podwójnym C=C, ulega reakcji addycji z bromem zawartym w wodzie bromowej (CH2=CH2 + Br2 → CH2Br-CH2Br), w wyniku czego brązowo-pomarańczowe zabarwienie wody bromowej znika (zostaje odbarwiona). Etan (C2H6), jako węglowodór w pełni nasycony, nie reaguje z bromem w tych warunkach, więc zabarwienie wody bromowej pozostaje bez zmian. Kluczowa pułapka: to nieprawda, że oba te węglowodory odbarwiają wodę bromową — tylko związek nienasycony (eten) to robi, a nasycony (etan) nie reaguje, więc różnica w zachowaniu wobec wody bromowej jest właśnie tym testem, który je rozróżnia.","pułapka: przekonanie, że oba odbarwiają wodę bromową"
112,CHEM-P6-B07,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,B,7,"Polimeryzacja etenu, zastosowanie polietylenu",Zapisz równanie reakcji polimeryzacji etenu i podaj jedno zastosowanie polietylenu.,"Równanie reakcji polimeryzacji etenu: n CH2=CH2 → (-CH2-CH2-)n, gdzie n oznacza bardzo dużą liczbę cząsteczek etenu łączących się ze sobą w jeden długi łańcuch polimeru (polietylen). W wyniku tej reakcji podwójne wiązania między atomami węgla w cząsteczkach etenu ulegają rozerwaniu, a uwolnione „wolne końce” łączą się z sąsiednimi cząsteczkami, tworząc długi, powtarzalny łańcuch. Polietylen znajduje szerokie zastosowanie np. do produkcji toreb i folii foliowych (opakowań) albo rur i pojemników plastikowych. Kluczowa pułapka: produktu reakcji nie zapisuje się jako zwykłej, pojedynczej cząsteczki etenu — trzeba go zapisać jako powtarzalną jednostkę w nawiasie z indeksem n, czyli (-CH2-CH2-)n, co pokazuje, że powstaje długi łańcuch polimerowy, a nie pojedyncza mała cząsteczka.",pułapka: zapisanie produktu jako zwykłej cząsteczki etenu zamiast łańcucha (-CH2-CH2-)n
113,CHEM-P6-B08,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,B,8,Doświadczenie: nasycony vs nienasycony węglowodór,Zaprojektuj doświadczenie pozwalające odróżnić węglowodór nasycony od nienasyconego.,"Do dwóch osobnych probówek wlewamy niewielką ilość wody bromowej, a następnie do jednej dodajemy badany węglowodór nasycony, a do drugiej badany węglowodór nienasycony, po czym wstrząsamy obiema probówkami. Węglowodór nienasycony (zawierający wiązanie podwójne lub potrójne) ulegnie reakcji addycji z bromem i odbarwi wodę bromową, natomiast węglowodór nasycony (zawierający wyłącznie pojedyncze wiązania) nie przereaguje i zabarwienie wody bromowej pozostanie bez zmian — to jednoznacznie pozwala rozróżnić oba typy związków. Kluczowa pułapka: samo spalanie obu próbek nie jest wystarczającym ani wiarygodnym testem — oba typy węglowodorów się palą, a różnice w wyglądzie płomienia (np. bardziej kopcący płomień przy większej nienasyconości) są zbyt subtelne i niejednoznaczne, żeby stanowić pewny dowód — dlatego właściwym, jednoznacznym testem jest reakcja z wodą bromową, a nie sama próba spalania.",pułapka: zaproponowanie tylko spalania zamiast próby z wodą bromową
114,CHEM-P6-B09,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,B,9,Produkty destylacji ropy naftowej,Wymień dwa produkty destylacji ropy naftowej i po jednym ich zastosowaniu.,"Podczas destylacji frakcyjnej ropy naftowej otrzymuje się m.in. benzynę, czyli frakcję o krótszych łańcuchach węglowych i niższej temperaturze wrzenia, zbieraną bliżej góry kolumny destylacyjnej — jest ona stosowana jako paliwo do silników spalinowych w samochodach. Otrzymuje się też np. asfalt (lub olej opałowy/mazut), czyli frakcję o znacznie dłuższych łańcuchach węglowych i wysokiej temperaturze wrzenia, zbieraną z dołu kolumny — asfalt jest wykorzystywany do budowy i utwardzania nawierzchni dróg. Kluczowa pułapka: trzeba pamiętać o prawidłowej kolejności frakcji względem temperatury wrzenia — im lżejsza frakcja (krótszy łańcuch, niższa temperatura wrzenia), tym wyżej w kolumnie destylacyjnej się ją zbiera (np. gazy, benzyna), a im cięższa frakcja (dłuższy łańcuch, wyższa temperatura wrzenia), tym niżej (np. oleje, mazut, asfalt) — pomylenie tej kolejności jest częstym błędem.",pułapka: pomylenie kolejności frakcji względem temperatury wrzenia
115,CHEM-P6-C01,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,C,1,Eten vs etan – szybkość odbarwiania wody bromowej,"Zanim porównasz dokładnie, oszacuj „na oko”: eten (C2H4) czy etan (C2H6) szybciej odbarwi wodę bromową? Uzasadnij typem wiązania, potem zapisz równanie reakcji, która to potwierdza.","Na pierwszy rzut oka to eten (C2H4) szybciej i w ogóle odbarwi wodę bromową, a etan (C2H6) nie zareaguje wcale. Uzasadnienie: eten jest węglowodorem nienasyconym, zawierającym podwójne wiązanie C=C między atomami węgla, które bardzo łatwo ulega reakcji addycji z bromem, natomiast etan jest węglowodorem w pełni nasyconym, mającym wyłącznie pojedyncze, trwałe wiązania C-C, które w zwykłych warunkach (bez światła/wysokiej temperatury) nie reagują z bromem. Równanie reakcji potwierdzającej: CH2=CH2 + Br2 → CH2Br-CH2Br (addycja bromu do etenu z utworzeniem 1,2-dibromoetanu), w wyniku czego brązowe zabarwienie wody bromowej znika; dla etanu żadna analogiczna reakcja nie zachodzi, więc zabarwienie pozostaje niezmienione."
116,CHEM-P6-C02,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,C,2,"C3H6 – alkan czy alken, spalanie","Dla węglowodoru C3H6 rozstrzygnij, czy to alkan czy alken, i zapisz równanie jego spalania całkowitego.","Sprawdzamy, do którego wzoru ogólnego pasuje C3H6: dla alkanu (CnH2n+2) przy n=3 powinno być 2×3+2=8 atomów wodoru, czyli C3H8 — to się nie zgadza. Dla alkenu (CnH2n) przy n=3 powinno być 2×3=6 atomów wodoru, czyli dokładnie C3H6 — to się zgadza. Węglowodór C3H6 jest więc alkenem (propenem), a nie alkanem. Równanie spalania całkowitego propenu: 2C3H6 + 9O2 → 6CO2 + 6H2O (mnożymy przez 2, żeby uniknąć ułamkowego współczynnika przy tlenie)."
117,CHEM-P6-C03,chemia,6,Związki węgla z wodorem – węglowodory,Związki węgla z wodorem – węglowodory,C,3,Długość łańcucha a zastosowania frakcji ropy,"Wytłumacz związek między długością łańcucha węglowego w alkanach a tym, dlaczego różne frakcje ropy naftowej mają różne zastosowania (benzyna vs. asfalt).","Ropa naftowa jest mieszaniną alkanów o bardzo różnej długości łańcucha węglowego, a długość tego łańcucha bezpośrednio wpływa na właściwości fizyczne danej frakcji, przede wszystkim na jej lotność i temperaturę wrzenia. Krótkie łańcuchy węglowe (jak w benzynie, ok. C5-C10) mają słabsze oddziaływania międzycząsteczkowe, niską temperaturę wrzenia i dużą lotność, dzięki czemu łatwo odparowują i łatwo się zapalają — to sprawia, że benzyna świetnie nadaje się jako paliwo do silników spalinowych, które potrzebują szybko parującej i łatwopalnej mieszanki. Bardzo długie łańcuchy węglowe (jak w asfalcie, powyżej C20) mają znacznie silniejsze oddziaływania międzycząsteczkowe, bardzo wysoką temperaturę wrzenia, dużą lepkość i praktycznie się nie odparowują ani łatwo nie zapalają w normalnych warunkach — dlatego asfalt nie nadaje się na paliwo, za to doskonale sprawdza się jako trwały, niereaktywny materiał do budowy nawierzchni dróg. Różnica w zastosowaniu wynika więc bezpośrednio z różnicy w długości łańcucha i związanej z nią różnicy właściwości fizycznych."
